slurm-3483979.out:DATA, 1, 1, 1, 63781.418000
slurm-3483980.out:DATA, 1, 1, 1, 65471.262000
slurm-3483981.out:DATA, 1, 1, 1, 65456.528000
slurm-3483982.out:DATA, 1, 1, 1, 65192.597000
slurm-3483983.out:DATA, 1, 1, 1, 64090.481000
slurm-3483984.out:DATA, 1, 1, 1, 68974.394000
slurm-3483985.out:DATA, 1, 1, 1, 63299.696000
slurm-3483986.out:DATA, 1, 1, 1, 67160.437000
slurm-3483987.out:DATA, 1, 1, 1, 78338.718000
slurm-3483988.out:DATA, 1, 1, 1, 64096.607000
slurm-3483989.out:DATA, 1, 1, 1, 65268.965000
slurm-3483990.out:DATA, 1, 1, 1, 83341.838000
slurm-3483991.out:DATA, 1, 1, 1, 65389.689000
slurm-3483992.out:DATA, 1, 1, 1, 87990.296000
slurm-3483993.out:DATA, 1, 1, 1, 64972.160000
slurm-3483994.out:DATA, 1, 1, 1, 92130.681000
slurm-3483995.out:DATA, 1, 1, 1, 66090.661000
slurm-3483996.out:DATA, 1, 1, 1, 66187.786000
slurm-3483997.out:DATA, 1, 1, 1, 511653.288000
slurm-3483998.out:DATA, 1, 1, 1, 508985.329000
slurm-3483999.out:DATA, 1, 1, 1, 544856.572000
slurm-3484000.out:DATA, 1, 1, 1, 465234.128000
slurm-3484001.out:DATA, 1, 1, 1, 532589.680000
slurm-3484002.out:DATA, 1, 1, 1, 535961.338000
slurm-3484003.out:DATA, 1, 1, 1, 576583.509000
slurm-3484051.out:DATA, 1, 1, 2, 67665.786000
slurm-3484052.out:DATA, 1, 1, 2, 67470.299000
slurm-3484053.out:DATA, 1, 1, 2, 67479.920000
slurm-3484054.out:DATA, 1, 1, 2, 46259.110000
slurm-3484055.out:DATA, 1, 1, 2, 46245.938000
slurm-3484056.out:DATA, 1, 1, 2, 46242.132000
slurm-3484057.out:DATA, 1, 1, 2, 46211.156000
slurm-3484058.out:DATA, 1, 1, 2, 46556.029000
slurm-3484059.out:DATA, 1, 1, 2, 46179.715000
slurm-3484060.out:DATA, 1, 1, 2, 48187.352000
slurm-3484061.out:DATA, 1, 1, 2, 48460.923000
slurm-3484062.out:DATA, 1, 1, 2, 48150.212000
slurm-3484063.out:DATA, 1, 1, 2, 49008.751000
slurm-3484064.out:DATA, 1, 1, 2, 49282.918000
slurm-3484065.out:DATA, 1, 1, 2, 48928.516000
slurm-3484066.out:DATA, 1, 1, 2, 50467.592000
slurm-3484067.out:DATA, 1, 1, 2, 49898.833000
slurm-3484068.out:DATA, 1, 1, 2, 50253.522000
slurm-3484069.out:DATA, 1, 1, 2, 503221.011000
slurm-3484070.out:DATA, 1, 1, 2, 479326.333000
slurm-3484071.out:DATA, 1, 1, 2, 472728.486000
slurm-3484072.out:DATA, 1, 1, 2, 269334.381000
slurm-3484073.out:DATA, 1, 1, 2, 283035.171000
slurm-3484074.out:DATA, 1, 1, 2, 290355.080000
slurm-3484075.out:DATA, 1, 1, 2, 270045.630000
slurm-3484076.out:DATA, 1, 1, 2, 286206.157000
slurm-3484077.out:DATA, 1, 1, 2, 313074.038000
slurm-3484078.out:DATA, 1, 1, 2, 412167.055000
slurm-3484079.out:DATA, 1, 1, 2, 415802.704000
slurm-3484080.out:DATA, 1, 1, 2, 415392.380000
slurm-3484082.out:DATA, 1, 1, 2, 746906.218000
slurm-3484123.out:DATA, 1, 1, 4, 72025.928000
slurm-3484124.out:DATA, 1, 1, 4, 65838.774000
slurm-3484125.out:DATA, 1, 1, 4, 65747.332000
slurm-3484126.out:DATA, 1, 1, 4, 43041.349000
slurm-3484127.out:DATA, 1, 1, 4, 45462.301000
slurm-3484128.out:DATA, 1, 1, 4, 45404.656000
slurm-3484129.out:DATA, 1, 1, 4, 55310.328000
slurm-3484130.out:DATA, 1, 1, 4, 56096.410000
slurm-3484131.out:DATA, 1, 1, 4, 53095.745000
slurm-3484132.out:DATA, 1, 1, 4, 54619.811000
slurm-3484133.out:DATA, 1, 1, 4, 43278.715000
slurm-3484134.out:DATA, 1, 1, 4, 37792.076000
slurm-3484135.out:DATA, 1, 1, 4, 38095.416000
slurm-3484136.out:DATA, 1, 1, 4, 40259.064000
slurm-3484137.out:DATA, 1, 1, 4, 39867.616000
slurm-3484138.out:DATA, 1, 1, 4, 41041.578000
slurm-3484139.out:DATA, 1, 1, 4, 40144.472000
slurm-3484140.out:DATA, 1, 1, 4, 40381.549000
slurm-3484141.out:DATA, 1, 1, 4, 505539.878000
slurm-3484142.out:DATA, 1, 1, 4, 497036.931000
slurm-3484143.out:DATA, 1, 1, 4, 504320.761000
slurm-3484144.out:DATA, 1, 1, 4, 276849.074000
slurm-3484145.out:DATA, 1, 1, 4, 274364.420000
slurm-3484146.out:DATA, 1, 1, 4, 270847.899000
slurm-3484147.out:DATA, 1, 1, 4, 160827.238000
slurm-3484148.out:DATA, 1, 1, 4, 165509.931000
slurm-3484149.out:DATA, 1, 1, 4, 166065.643000
slurm-3484150.out:DATA, 1, 1, 4, 198548.581000
slurm-3484151.out:DATA, 1, 1, 4, 211487.177000
slurm-3484195.out:DATA, 1, 1, 8, 60160.440000
slurm-3484196.out:DATA, 1, 1, 8, 57837.131000
slurm-3484197.out:DATA, 1, 1, 8, 59460.972000
slurm-3484198.out:DATA, 1, 1, 8, 40824.810000
slurm-3484199.out:DATA, 1, 1, 8, 43390.498000
slurm-3484200.out:DATA, 1, 1, 8, 44012.045000
slurm-3484201.out:DATA, 1, 1, 8, 32533.445000
slurm-3484202.out:DATA, 1, 1, 8, 32764.642000
slurm-3484203.out:DATA, 1, 1, 8, 32764.996000
slurm-3484204.out:DATA, 1, 1, 8, 28597.556000
slurm-3484205.out:DATA, 1, 1, 8, 29413.314000
slurm-3484206.out:DATA, 1, 1, 8, 29564.104000
slurm-3484207.out:DATA, 1, 1, 8, 27860.192000
slurm-3484208.out:DATA, 1, 1, 8, 28312.188000
slurm-3484209.out:DATA, 1, 1, 8, 33121.170000
slurm-3484210.out:DATA, 1, 1, 8, 32403.355000
slurm-3484211.out:DATA, 1, 1, 8, 34294.303000
slurm-3484212.out:DATA, 1, 1, 8, 31613.121000
slurm-3484213.out:DATA, 1, 1, 8, 434219.120000
slurm-3484214.out:DATA, 1, 1, 8, 436809.349000
slurm-3484215.out:DATA, 1, 1, 8, 427635.101000
slurm-3484216.out:DATA, 1, 1, 8, 237794.524000
slurm-3484217.out:DATA, 1, 1, 8, 268099.821000
slurm-3484218.out:DATA, 1, 1, 8, 259592.341000
slurm-3484219.out:DATA, 1, 1, 8, 181987.725000
slurm-3484220.out:DATA, 1, 1, 8, 174949.992000
slurm-3484221.out:DATA, 1, 1, 8, 154342.552000
slurm-3484222.out:DATA, 1, 1, 8, 121013.944000
slurm-3484223.out:DATA, 1, 1, 8, 111215.132000
slurm-3484224.out:DATA, 1, 1, 8, 131418.829000
slurm-3484267.out:DATA, 1, 1, 16, 60766.028000
slurm-3484268.out:DATA, 1, 1, 16, 59343.220000
slurm-3484269.out:DATA, 1, 1, 16, 58136.315000
slurm-3484270.out:DATA, 1, 1, 16, 41041.853000
slurm-3484271.out:DATA, 1, 1, 16, 40780.639000
slurm-3484272.out:DATA, 1, 1, 16, 39798.293000
slurm-3484273.out:DATA, 1, 1, 16, 30343.564000
slurm-3484274.out:DATA, 1, 1, 16, 30348.696000
slurm-3484275.out:DATA, 1, 1, 16, 31203.625000
slurm-3484276.out:DATA, 1, 1, 16, 27501.794000
slurm-3484277.out:DATA, 1, 1, 16, 27400.666000
slurm-3484278.out:DATA, 1, 1, 16, 26098.424000
slurm-3484279.out:DATA, 1, 1, 16, 23146.126000
slurm-3484280.out:DATA, 1, 1, 16, 24490.581000
slurm-3484281.out:DATA, 1, 1, 16, 25813.106000
slurm-3484282.out:DATA, 1, 1, 16, 27778.032000
slurm-3484283.out:DATA, 1, 1, 16, 25330.728000
slurm-3484284.out:DATA, 1, 1, 16, 25249.314000
slurm-3484285.out:DATA, 1, 1, 16, 457233.776000
slurm-3484286.out:DATA, 1, 1, 16, 431546.439000
slurm-3484287.out:DATA, 1, 1, 16, 432203.758000
slurm-3484288.out:DATA, 1, 1, 16, 239739.126000
slurm-3484289.out:DATA, 1, 1, 16, 239252.159000
slurm-3484290.out:DATA, 1, 1, 16, 238704.213000
slurm-3484291.out:DATA, 1, 1, 16, 147454.794000
slurm-3484292.out:DATA, 1, 1, 16, 144796.027000
slurm-3484293.out:DATA, 1, 1, 16, 146870.598000
slurm-3484294.out:DATA, 1, 1, 16, 107507.930000
slurm-3484295.out:DATA, 1, 1, 16, 97933.952000
slurm-3484296.out:DATA, 1, 1, 16, 107019.333000
