slurm-3482941.out:DATA,1,1,2,62364.954,,Thread-count: 1,Lines: 10000
slurm-3482942.out:DATA,1,1,2,59280.407,,Thread-count: 1,Lines: 10000
slurm-3482943.out:DATA,1,1,2,58574.658,,Thread-count: 1,Lines: 10000
slurm-3482944.out:DATA,1,1,2,40157.637,,Thread-count: 2,Lines: 10000
slurm-3482945.out:DATA,1,1,2,39892.506,,Thread-count: 2,Lines: 10000
slurm-3482946.out:DATA,1,1,2,39877.965,,Thread-count: 2,Lines: 10000
slurm-3482947.out:DATA,1,1,2,40140.47,,Thread-count: 4,Lines: 10000
slurm-3482948.out:DATA,1,1,2,40150.654,,Thread-count: 4,Lines: 10000
slurm-3482949.out:DATA,1,1,2,43725.65,,Thread-count: 4,Lines: 10000
slurm-3482950.out:DATA,1,1,2,44808.475,,Thread-count: 8,Lines: 10000
slurm-3482951.out:DATA,1,1,2,44825.664,,Thread-count:8,Lines: 10000
slurm-3482952.out:DATA,1,1,2,44719.152,,Thread-count:8,Lines: 10000
slurm-3482953.out:DATA,1,1,2,44899.316,,Thread-count: 16,Lines: 10000
slurm-3482954.out:DATA,1,1,2,44873.921,,Thread-count: 16,Lines: 10000
slurm-3482955.out:DATA,1,1,2,44527.117,,Thread-count: 16,Lines: 10000
slurm-3482956.out:DATA,1,1,2,44638.609,,Thread-count: 32,Lines: 10000
slurm-3482957.out:DATA,1,1,2,44788.755,,Thread-count: 32,Lines: 10000
slurm-3482958.out:DATA,1,1,2,44575.665,,Thread-count: 32,Lines: 10000
slurm-3482959.out:DATA,1,1,2,448061.753,,Thread-count: 1,Lines: 100000
slurm-3482960.out:DATA,1,1,2,446965.369,,Thread-count: 1,Lines: 100000
slurm-3482961.out:DATA,1,1,2,443893.912,,Thread-count: 1,Lines: 100000
slurm-3482962.out:DATA,1,1,2,248402.474,,Thread-count: 2,Lines: 100000
slurm-3482963.out:DATA,1,1,2,247931.645,,Thread-count: 2,Lines: 100000
slurm-3482964.out:DATA,1,1,2,248976.141,,Thread-count: 2,Lines: 100000
slurm-3482965.out:DATA,1,1,2,251921.891,,Thread-count: 4,Lines: 100000
slurm-3482966.out:DATA,1,1,2,251392.89,,Thread-count: 4,Lines: 100000
slurm-3482967.out:DATA,1,1,2,254725.184,,Thread-count: 4,Lines: 100000
slurm-3482968.out:DATA,1,1,2,262185.777,,Thread-count: 8,Lines: 100000
slurm-3482969.out:DATA,1,1,2,261202.932,,Thread-count: 8,Lines: 100000
slurm-3482970.out:DATA,1,1,2,260567.775,,Thread-count: 8,Lines: 100000
slurm-3483014.out:DATA,1,1,4,63686.921,,Thread-count: 1,Lines: 10000
slurm-3483015.out:DATA,1,1,4,62975.242,,Thread-count: 1,Lines: 10000
slurm-3483016.out:DATA,1,1,4,60078.493,,Thread-count: 1,Lines: 10000
slurm-3483017.out:DATA,1,1,4,42958.534,,Thread-count: 2,Lines: 10000
slurm-3483018.out:DATA,1,1,4,42001.899,,Thread-count: 2,Lines: 10000
slurm-3483019.out:DATA,1,1,4,43415.073,,Thread-count: 2,Lines: 10000
slurm-3483020.out:DATA,1,1,4,33636.692,,Thread-count: 4,Lines: 10000
slurm-3483021.out:DATA,1,1,4,34242.905,,Thread-count: 4,Lines: 10000
slurm-3483022.out:DATA,1,1,4,33500.097,,Thread-count: 4,Lines: 10000
slurm-3483023.out:DATA,1,1,4,35615.549,,Thread-count: 8,Lines: 10000
slurm-3483024.out:DATA,1,1,4,35871.831,,Thread-count: 8,Lines: 10000
slurm-3483025.out:DATA,1,1,4,35487.865,,Thread-count: 8,Lines: 10000
slurm-3483026.out:DATA,1,1,4,35949.822,,Thread-count: 16,Lines: 10000
slurm-3483027.out:DATA,1,1,4,37394.624,,Thread-count: 16,Lines: 10000
slurm-3483028.out:DATA,1,1,4,36169.837,,Thread-count: 16,Lines: 10000
slurm-3483029.out:DATA,1,1,4,36005.762,,Thread-count: 32,Lines: 10000
slurm-3483030.out:DATA,1,1,4,35205.243,,Thread-count: 32,Lines: 10000
slurm-3483031.out:DATA,1,1,4,34182.24,,Thread-count: 32,Lines: 10000
slurm-3483032.out:DATA,1,1,4,455853.764,,Thread-count: 1,Lines: 100000
slurm-3483033.out:DATA,1,1,4,441413.579,,Thread-count: 1,Lines: 100000
